"","neighborhood","dow","source","request_type","responsible_agency","request_details","count"
"1091","Outer Sunset","Mon","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",13
"1092","Outer Sunset","Mon","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",16
"1093","Outer Sunset","Mon","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",7
"1094","Outer Sunset","Mon","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"1095","Outer Sunset","Mon","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",9
"1096","Outer Sunset","Tues","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",4
"1097","Outer Sunset","Tues","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",9
"1098","Outer Sunset","Tues","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"1099","Outer Sunset","Tues","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",4
"1100","Outer Sunset","Tues","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",9
"1101","Outer Sunset","Tues","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",5
"1102","Outer Sunset","Tues","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"1103","Outer Sunset","Tues","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",9
"1104","Outer Sunset","Wed","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",9
"1105","Outer Sunset","Wed","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",5
"1106","Outer Sunset","Wed","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"1107","Outer Sunset","Wed","Twitter","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"1108","Outer Sunset","Wed","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",4
"1109","Outer Sunset","Wed","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",6
"1110","Outer Sunset","Wed","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",5
"1111","Outer Sunset","Wed","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",8
"1112","Outer Sunset","Wed","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"1113","Outer Sunset","Thurs","Open311","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",4
"1114","Outer Sunset","Thurs","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",8
"1115","Outer Sunset","Thurs","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",3
"1116","Outer Sunset","Thurs","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",2
"1117","Outer Sunset","Thurs","Twitter","Illegal_Dumping","Recology_Abandoned","Furniture",1
"1118","Outer Sunset","Thurs","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",12
"1119","Outer Sunset","Thurs","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",7
"1120","Outer Sunset","Thurs","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",5
"1121","Outer Sunset","Thurs","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"1122","Outer Sunset","Thurs","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",6
"1123","Outer Sunset","Fri","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",2
"1124","Outer Sunset","Fri","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",4
"1125","Outer Sunset","Fri","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",1
"1126","Outer Sunset","Fri","Twitter","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",1
"1127","Outer Sunset","Fri","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",9
"1128","Outer Sunset","Fri","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",9
"1129","Outer Sunset","Fri","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",1
"1130","Outer Sunset","Fri","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"1131","Outer Sunset","Fri","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",5
"1132","Outer Sunset","Sat","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",5
"1133","Outer Sunset","Sat","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",6
"1134","Outer Sunset","Sat","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"1135","Outer Sunset","Sat","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",1
"1136","Outer Sunset","Sat","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",16
"1137","Outer Sunset","Sat","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",5
"1138","Outer Sunset","Sat","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",4
"1139","Outer Sunset","Sat","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"1140","Outer Sunset","Sat","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",6
"1141","South of Market","Sun","Open311","Illegal_Dumping","DPW Ops Queue","Garbage",3
"1142","South of Market","Sun","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",11
"1143","South of Market","Sun","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",47
"1144","South of Market","Sun","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",11
"1145","South of Market","Sun","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",12
"1146","South of Market","Sun","Open311","Sidewalk_Cleaning","Recology_Abandoned","Human_waste_or_urine",1
"1147","South of Market","Sun","Open311","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"1148","South of Market","Sun","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",34
"1149","South of Market","Sun","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",9
"1150","South of Market","Sun","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",11
"1151","South of Market","Sun","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",14
"1152","South of Market","Sun","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",12
"1153","South of Market","Sun","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",2
"1154","South of Market","Mon","Integrated Agency","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"1155","South of Market","Mon","Open311","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",1
"1156","South of Market","Mon","Open311","Illegal_Dumping","DPW Ops Queue","Garbage",3
"1157","South of Market","Mon","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",16
"1158","South of Market","Mon","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",58
"1159","South of Market","Mon","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",37
"1160","South of Market","Mon","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",22
"1161","South of Market","Mon","Open311","Sidewalk_Cleaning","Recology_Abandoned","Human_waste_or_urine",1
"1162","South of Market","Mon","Open311","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"1163","South of Market","Mon","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",37
"1164","South of Market","Mon","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",14
"1165","South of Market","Mon","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",17
"1166","South of Market","Mon","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",32
"1167","South of Market","Mon","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",28
"1168","South of Market","Mon","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",2
"1169","South of Market","Mon","Web Self Service","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",1
"1170","South of Market","Tues","Open311","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",2
"1171","South of Market","Tues","Open311","Illegal_Dumping","DPW Ops Queue","Garbage",3
"1172","South of Market","Tues","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",19
"1173","South of Market","Tues","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",69
"1174","South of Market","Tues","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",35
"1175","South of Market","Tues","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",20
"1176","South of Market","Tues","Open311","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"1177","South of Market","Tues","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",52
"1178","South of Market","Tues","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",14
"1179","South of Market","Tues","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",18
"1180","South of Market","Tues","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",28
"1181","South of Market","Tues","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",17
"1182","South of Market","Tues","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",2
"1183","South of Market","Wed","Integrated Agency","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",1
"1184","South of Market","Wed","Open311","Illegal_Dumping","DPW Ops Queue","Garbage",1
"1185","South of Market","Wed","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",22
"1186","South of Market","Wed","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",78
"1187","South of Market","Wed","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",38
"1188","South of Market","Wed","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",33
"1189","South of Market","Wed","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",54
"1190","South of Market","Wed","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",13
"1191","South of Market","Wed","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",20
"1192","South of Market","Wed","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",21
"1193","South of Market","Wed","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",17
"1194","South of Market","Wed","Web Self Service","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",3
"1195","South of Market","Thurs","Integrated Agency","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",1
"1196","South of Market","Thurs","Open311","Illegal_Dumping","DPW Ops Queue","Garbage",4
"1197","South of Market","Thurs","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",11
"1198","South of Market","Thurs","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",71
"1199","South of Market","Thurs","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",38
"1200","South of Market","Thurs","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",33
"1201","South of Market","Thurs","Twitter","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",1
"1202","South of Market","Thurs","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",64
"1203","South of Market","Thurs","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",11
"1204","South of Market","Thurs","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",22
"1205","South of Market","Thurs","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",36
"1206","South of Market","Thurs","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",25
"1207","South of Market","Thurs","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",2
"1208","South of Market","Thurs","Web Self Service","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",1
"1209","South of Market","Fri","Open311","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",2
"1210","South of Market","Fri","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",12
"1211","South of Market","Fri","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",45
"1212","South of Market","Fri","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",30
"1213","South of Market","Fri","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",35
"1214","South of Market","Fri","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",55
"1215","South of Market","Fri","Voice In","Illegal_Dumping","DPW Ops Queue","Garbage",1
"1216","South of Market","Fri","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",16
"1217","South of Market","Fri","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",17
"1218","South of Market","Fri","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",20
"1219","South of Market","Fri","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",20
"1220","South of Market","Fri","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Human_waste_or_urine",1
"1221","South of Market","Fri","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"1222","South of Market","Fri","Web Self Service","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",2
"1223","South of Market","Sat","Open311","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",1
"1224","South of Market","Sat","Open311","Illegal_Dumping","DPW Ops Queue","Garbage",3
"1225","South of Market","Sat","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",9
"1226","South of Market","Sat","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",37
"1227","South of Market","Sat","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",15
"1228","South of Market","Sat","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",13
"1229","South of Market","Sat","Twitter","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",1
"1230","South of Market","Sat","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",58
"1231","South of Market","Sat","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",8
"1232","South of Market","Sat","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",9
"1233","South of Market","Sat","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",17
"1234","South of Market","Sat","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",14
"1235","Visitacion Valley","Sun","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",3
"1236","Visitacion Valley","Sun","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",2
"1237","Visitacion Valley","Sun","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",2
"1238","Visitacion Valley","Sun","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",8
"1239","Visitacion Valley","Mon","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",7
"1240","Visitacion Valley","Mon","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",4
"1241","Visitacion Valley","Mon","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"1242","Visitacion Valley","Mon","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",7
"1243","Visitacion Valley","Mon","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",5
"1244","Visitacion Valley","Mon","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",3
"1245","Visitacion Valley","Mon","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"1246","Visitacion Valley","Mon","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",9
"1247","Visitacion Valley","Tues","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",2
"1248","Visitacion Valley","Tues","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",10
"1249","Visitacion Valley","Tues","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",2
"1250","Visitacion Valley","Tues","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",3
"1251","Visitacion Valley","Tues","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",6
"1252","Visitacion Valley","Tues","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"1253","Visitacion Valley","Tues","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",4
"1254","Visitacion Valley","Wed","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",2
"1255","Visitacion Valley","Wed","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",10
"1256","Visitacion Valley","Wed","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",5
"1257","Visitacion Valley","Wed","Open311","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"1258","Visitacion Valley","Wed","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",1
"1259","Visitacion Valley","Wed","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",11
"1260","Visitacion Valley","Wed","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",6
"1261","Visitacion Valley","Wed","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",4
"1262","Visitacion Valley","Thurs","Integrated Agency","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"1263","Visitacion Valley","Thurs","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",3
"1264","Visitacion Valley","Thurs","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",9
"1265","Visitacion Valley","Thurs","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",3
"1266","Visitacion Valley","Thurs","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",5
"1267","Visitacion Valley","Thurs","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",8
"1268","Visitacion Valley","Thurs","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",8
"1269","Visitacion Valley","Fri","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",1
"1270","Visitacion Valley","Fri","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",3
"1271","Visitacion Valley","Fri","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",5
"1272","Visitacion Valley","Fri","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",3
"1273","Visitacion Valley","Fri","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",5
"1274","Visitacion Valley","Fri","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",6
"1275","Visitacion Valley","Sat","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",2
"1276","Visitacion Valley","Sat","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",2
"1277","Visitacion Valley","Sat","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",2
"1278","Visitacion Valley","Sat","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",8
"1279","Visitacion Valley","Sat","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",3
"1280","Visitacion Valley","Sat","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",8
"1281","Western Addition","Sun","Open311","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",1
"1282","Western Addition","Sun","Open311","Illegal_Dumping","DPW Ops Queue","Garbage",1
"1283","Western Addition","Sun","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",30
"1284","Western Addition","Sun","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",16
"1285","Western Addition","Sun","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",12
"1286","Western Addition","Sun","Open311","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"1287","Western Addition","Sun","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",33
"1288","Western Addition","Sun","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",23
"1289","Western Addition","Sun","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",21
"1290","Western Addition","Sun","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",5
"1291","Western Addition","Sun","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",33
"1292","Western Addition","Mon","Open311","Illegal_Dumping","DPW Ops Queue","Furniture",1
"1293","Western Addition","Mon","Open311","Illegal_Dumping","DPW Ops Queue","Garbage",1
"1294","Western Addition","Mon","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",26
"1295","Western Addition","Mon","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",19
"1296","Western Addition","Mon","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"1297","Western Addition","Mon","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",14
"1298","Western Addition","Mon","Twitter","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",1
"1299","Western Addition","Mon","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",18
"1300","Western Addition","Mon","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",48
"1301","Western Addition","Mon","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",29
"1302","Western Addition","Mon","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"1303","Western Addition","Mon","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",38
"1304","Western Addition","Mon","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"1305","Western Addition","Tues","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",23
"1306","Western Addition","Tues","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",26
"1307","Western Addition","Tues","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",2
"1308","Western Addition","Tues","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",13
"1309","Western Addition","Tues","Open311","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"1310","Western Addition","Tues","Twitter","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",1
"1311","Western Addition","Tues","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",21
"1312","Western Addition","Tues","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",38
"1313","Western Addition","Tues","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",31
"1314","Western Addition","Tues","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",8
"1315","Western Addition","Tues","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",35
"1316","Western Addition","Tues","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",2
"1317","Western Addition","Wed","Open311","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",1
"1318","Western Addition","Wed","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",27
"1319","Western Addition","Wed","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",28
"1320","Western Addition","Wed","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",13
"1321","Western Addition","Wed","Open311","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"1322","Western Addition","Wed","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",20
"1323","Western Addition","Wed","Voice In","Illegal_Dumping","DPW Ops Queue","Garbage",1
"1324","Western Addition","Wed","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",45
"1325","Western Addition","Wed","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",37
"1326","Western Addition","Wed","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",6
"1327","Western Addition","Wed","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",23
"1328","Western Addition","Thurs","Open311","Illegal_Dumping","DPW Ops Queue","Garbage",2
"1329","Western Addition","Thurs","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",9
"1330","Western Addition","Thurs","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",21
"1331","Western Addition","Thurs","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",2
"1332","Western Addition","Thurs","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",10
"1333","Western Addition","Thurs","Open311","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",2
"1334","Western Addition","Thurs","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",20
"1335","Western Addition","Thurs","Voice In","Illegal_Dumping","DPW Ops Queue","Garbage",1
"1336","Western Addition","Thurs","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",45
"1337","Western Addition","Thurs","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",58
"1338","Western Addition","Thurs","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",6
"1339","Western Addition","Thurs","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",27
"1340","Western Addition","Fri","Open311","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",2
"1341","Western Addition","Fri","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",17
"1342","Western Addition","Fri","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",10
"1343","Western Addition","Fri","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",3
"1344","Western Addition","Fri","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",15
"1345","Western Addition","Fri","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",14
"1346","Western Addition","Fri","Voice In","Illegal_Dumping","DPW Ops Queue","Garbage",2
"1347","Western Addition","Fri","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",30
"1348","Western Addition","Fri","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",33
"1349","Western Addition","Fri","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",11
"1350","Western Addition","Fri","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",35
"1351","Western Addition","Fri","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",2
"1352","Western Addition","Fri","Web Self Service","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",1
"1353","Western Addition","Sat","Integrated Agency","Illegal_Dumping","Recology_Abandoned","Furniture",1
"1354","Western Addition","Sat","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",16
"1355","Western Addition","Sat","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",17
"1356","Western Addition","Sat","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",2
"1357","Western Addition","Sat","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",7
"1358","Western Addition","Sat","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",19
"1359","Western Addition","Sat","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",31
